priority_query,company_name,category,city,state,website,phone,address,rating,reviews_count,google_maps_url
Indústria em Campinas SP,Massucato Indústria e Comércio LTDA,Finalista de metais,Campinas,São Paulo,http://www.massucato.com.br/,+55 19 3246-0322,"R. Rui Idelfonso Martins Lisboa, 430 - Chácaras Campos dos Amarais, Campinas - SP, 13082-020, Brasil",5,13,https://www.google.com/maps/search/?api=1&query=Massucato%20Ind%C3%BAstria%20e%20Com%C3%A9rcio%20LTDA&query_place_id=ChIJ0-tbcBvHyJQRWB0GRyQ89BA
Distribuidora em Salvador BA,ABC Distribuidora Salvador,Distribuidor de papel,Salvador,Bahia,http://abcdistribuidora.com.br/,+55 71 3186-1717,"Rua do Uruguay, 103 - Uruguai, Salvador - BA, 40450-211, Brasil",4.5,11,https://www.google.com/maps/search/?api=1&query=ABC%20Distribuidora%20Salvador&query_place_id=ChIJb6SP3UQFFgcR6GmNMbKzYyE
Transportadora em Salvador BA,Voupress Transportes de Cargas e Encomendas,Empresa de transporte rodoviário,Salvador,Bahia,http://www.voupress.com.br/,+55 71 98131-7022,"BR-324, Km 9 S/n - Galpão 3 - Águas Claras, Salvador - BA, 41310-600, Brasil",4.7,11,https://www.google.com/maps/search/?api=1&query=Voupress%20Transportes%20de%20Cargas%20e%20Encomendas&query_place_id=ChIJx4gcFgkRFgcR_8RQwIRUHbI
Indústria em Feira de Santana BA,Teiú Indústria e Comércio,Fabricante,Feira de Santana,Bahia,http://www.teiu.com.br/,+55 77 3423-9400,"Av. Sudene, S/N - CIS, Feira de Santana - BA, 44025-010, Brasil",3.6,10,https://www.google.com/maps/search/?api=1&query=Tei%C3%BA%20Ind%C3%BAstria%20e%20Com%C3%A9rcio&query_place_id=ChIJ-QMsI0U3FAcRo7bDu6V8jUo
Transportadora em Salvador BA,Rio Bahia Mudanças e Transportes,Serviço de transporte,Salvador,Bahia,https://www.mudancasriobahia.com.br/index.html,+55 71 99223-8160,"Av. Jequitaia, 67 - Comércio, Salvador - BA, 40411-120, Brasil",2.4,8,https://www.google.com/maps/search/?api=1&query=Rio%20Bahia%20Mudan%C3%A7as%20e%20Transportes&query_place_id=ChIJG74dBeAEFgcRc3RMOa40o9g
Indústria em Feira de Santana BA,Indústrias Anhembi - Feira de Santana,Fabricante,Feira de Santana,BA,https://anhembi.ind.br/,+55 75 3199-0763,"BR 116 Norte, KM 08 galpão 02 - Novo Horizonte, Feira de Santana - BA, 44036-331, Brasil",4.3,7,https://www.google.com/maps/search/?api=1&query=Ind%C3%BAstrias%20Anhembi%20-%20Feira%20de%20Santana&query_place_id=ChIJve8Fh485FAcRncKVc7mipRY
Indústria em Feira de Santana BA,Inplasf Indústria de Plásticos,Empresa de fabricação de plástico,Feira de Santana,BA,http://www.inplasfindustria.com.br/,+55 75 3622-1044,"Tomba, R. dos Industriários, 92 - CIS, Feira de Santana - BA, 44010-565, Brasil",4.4,7,https://www.google.com/maps/search/?api=1&query=Inplasf%20Ind%C3%BAstria%20de%20Pl%C3%A1sticos&query_place_id=ChIJv2v2P0Q2FAcRSaaGn0k2eUw
Atacadista em Ribeirão Preto SP,GR atacado- Distribuidora de produtos térmicos e eletrônicos,Atacadista de produtos elétricos,Ribeirão Preto,São Paulo,https://gratacado.kyte.site/,+55 16 99446-1388,"R. Cmte. Marcondes Salgado, 581 - Centro, Ribeirão Preto - SP, 14010-150, Brasil",5,6,https://www.google.com/maps/search/?api=1&query=GR%20atacado-%20Distribuidora%20de%20produtos%20t%C3%A9rmicos%20e%20eletr%C3%B4nicos&query_place_id=ChIJgQcOnOq_uZQRoM_6P-He7Y8
Indústria em Feira de Santana BA,Gerson Inox,Usina de aço inoxidável,Feira de Santana,Bahia,https://instagram.com/gerson.inox,+55 75 98207-2585,"R. Visc. do Rio Branco, 569 - Centro, Feira de Santana - BA, 44002-175, Brasil",5,5,https://www.google.com/maps/search/?api=1&query=Gerson%20Inox&query_place_id=ChIJ_6YzGm83FAcRSaRrZfZTpCw
Indústria em Campinas SP,Fábrica de Polias Usicampel,Metalúrgica,Campinas,São Paulo,http://www.usicampel.com.br/,+55 19 3267-4420,"R. dos Gerânios, 635 - Jardim das Bandeiras, Campinas - SP, 13050-079, Brasil",4.8,4,https://www.google.com/maps/search/?api=1&query=F%C3%A1brica%20de%20Polias%20Usicampel&query_place_id=ChIJhUdJawbJyJQRKnAd6JI8lkc
Indústria em Feira de Santana BA,Baemba Plásticos,Empresa de embalagens,Feira de Santana,BA,https://www.facebook.com/baemba.bahia.1,+55 75 4009-9500,"1286 Rodovia BR-324, km523 - Subaé, BA, Brasil",3.7,3,https://www.google.com/maps/search/?api=1&query=Baemba%20Pl%C3%A1sticos&query_place_id=ChIJpeVJsiM3FAcRFjOimq2Z4t0
Distribuidora em Salvador BA,Boêmio Distribuidora de Bebidas,Fornecedor de bebidas,Salvador,Bahia,https://www.instagram.com/boemiobarra/,+55 71 99713-0660,"R. Leoni Ramos, 104 - Barra, Salvador - BA, 40140-170, Brasil",5,3,https://www.google.com/maps/search/?api=1&query=Bo%C3%AAmio%20Distribuidora%20de%20Bebidas&query_place_id=ChIJK3y5cYYDFgcRaX6aguRs6tM
Transportadora em Salvador BA,Alelog Transportadora,,Salvador,Bahia,https://alelog-transportadora.ueniweb.com/?utm_campaign=gmb,+55 71 99143-4441,"R. Direta do Arraial, 535 - do Retiro, Salvador - BA, 40301-110, Brasil",5,2,https://www.google.com/maps/search/?api=1&query=Alelog%20Transportadora&query_place_id=ChIJxSXxKZEbFgcRrsGwKHoDsMY
Transportadora em Salvador BA,Expressduana -Transportes de Pequenas Cargas e Encomendas Expressas,Serviço de transporte,Salvador,Bahia,https://expressduana.wixsite.com/website-1,+55 71 98105-0260,"R. dos Algibebes - Comércio, Salvador - BA, 40015-060, Brasil",1,2,https://www.google.com/maps/search/?api=1&query=Expressduana%20-Transportes%20de%20Pequenas%20Cargas%20e%20Encomendas%20Expressas&query_place_id=ChIJ0RDkiUgFFgcRW0agX0CHUGI
Indústria em Campinas SP,Indústria e Comércio de Plásticos São Rafael de Campinas,Fabricante,Campinas,São Paulo,http://www.saorafaelcampinas.com.br/,+55 19 3246-3570,"R. Dr. Élton César, 314 - Chácara Campos do Amarais, Campinas - SP, 13082-025, Brasil",3,2,https://www.google.com/maps/search/?api=1&query=Ind%C3%BAstria%20e%20Com%C3%A9rcio%20de%20Pl%C3%A1sticos%20S%C3%A3o%20Rafael%20de%20Campinas&query_place_id=ChIJp2XG7BrHyJQRn-VaVL2bukU
Distribuidora em Salvador BA,"DA FONTE DISTRIBUIDORA, FILIAL BA",Distribuidora de bebidas,Salvador,Bahia,https://dafontedistribuidora.com.br/,+55 71 99643-4170,"R. Mesquita do Tororó, 50 - Tororó, Salvador - BA, 40050-140, Brasil",5,1,https://www.google.com/maps/search/?api=1&query=DA%20FONTE%20DISTRIBUIDORA%2C%20FILIAL%20BA&query_place_id=ChIJeaa16LcFFgcRQsyqS2Fa_IU
Indústria em Campinas SP,Ferplas Indústria e Comércio de Plásticos,Empresa de fabricação de plástico,Campinas,São Paulo,http://www.ferplasplasticos.com.br/,+55 19 3768-3021,"Av. José Carlos do Amaral Galvão, 509 - Jardim São José, Campinas - SP, 13051-160, Brasil",5,1,https://www.google.com/maps/search/?api=1&query=Ferplas%20Ind%C3%BAstria%20e%20Com%C3%A9rcio%20de%20Pl%C3%A1sticos&query_place_id=ChIJxdrVjnXJyJQRfsRvhUKWZkY
Indústria em Feira de Santana BA,Liko Indústria e Comércio de Produtos Químicos Ltda,Fabricante de produtos químicos,Feira de Santana,BA,http://www.liko.com.br/,+55 75 3616-7272,"Avenida Banco do Nordeste, s/n, Galpão 03 - CIS, Feira de Santana - BA, 44010-665, Brasil",5,1,https://www.google.com/maps/search/?api=1&query=Liko%20Ind%C3%BAstria%20e%20Com%C3%A9rcio%20de%20Produtos%20Qu%C3%ADmicos%20Ltda&query_place_id=ChIJCyCo-mk2FAcRHOoEsAjl-pY
